id,sentences
2891,"A woman rolls a ball on the ground, and a man kicks it. Everyone chases the ball, some standing and watching."
2892,A man in a wheel chair is talking about his shoe and how he puts it on. He shows his fingers and how he puts them a certain way.
2893,He shows his fingers and how he puts them a certain way. Then he very casually brings his foot up over on to his lap.
2894,A group of little boys practice soccer while wearing yellow caps on their heads.
2895,Two men are seen standing in front of a piece of exercise equipment speaking to the camera.
2896,A man swings around and throws a disc onto the field several times. People are watching him in the audience.
2897,A woman is seen speaking to the camera while kneeling down on one knee.
2898,A woman is seen speaking to the camera while kneeling down on one knee. The woman then moves her arms up above her head.
2899,"First, the man cut the uneven part on the top of the tub, and then test a rubber base."
2900,"Asian woman is singing and playing the drums moving her head and having fun, women playing the guitar are beside her."
2901,A camera is seen moving quickly all around a beach passing by several objects and people and lead into several people laying down buckets and shoveling sand.
2902,A person is seen bending down on the floor followed by a ballerina jumping. Another person is seen moving their body around in a costume afterwards.
2903,Men are wearing together a costume and a man is helping them.
2904,Men are wearing together a costume and a man is helping them. Man is wearing headphones talking in a microphonr.
2905,Other men are wearing the same costume and are wresting on a red carpet and men are helping them.
2906,Two men are standing on the higher trampoline on their backs. Men make a synchronized jump into the pool.
2907,The two throw the balls back and fourth while gesturing to others and one jumping on her friend.
2908,"Four women and a man are doing jumping rope in a court, they jumped front and back and side to side."
2909,"A man and woman stands on opposite side and hold the end of two jumping ropes as the three girls jumps on their hands in the jumping ropes, then two women were left and continue to jumped, the man went at the center jumped in the jumping rope, then the woman in gray shirt tumble in the jumping rope."
2910,A green bike is leaned against a group of boxes.
2911,A green bike is leaned against a group of boxes. A man removes the front tire of the bike.
2912,The same man is shown without a hat. He is then shown balancing on a rope in front of a crowd.
2913,We see two vacuums on a white screen. The man picks up and shows the bottom of a vacuum.
2914,The man sweeps under the rug. The man vacuums the rug again. We see the man kneeling on the rug talking.
2915,"A male wearing a yellow shirt appears with the white words and numbers indicating his name as angellot caro, his #10 and his team name is colombia futsal and the team names and the score appears on the upper left corner."
2916,The focus is no longer just on #10 and it shows other soccer players just playing and doing different moves at different angles.
2917,A small group of people are seen standing around holding lacrosse sticks. The people then run towards each other excitedly.
2918,A woman in black has her hair rolled in curlers.
2919,A woman in black has her hair rolled in curlers. The woman unroll the curlers and put it down.
2920,A male stylist put rollers on the hair of a woman using a brush and a hair dryer.
2921,A woman is blow drying her hair.
2922,"People are gathered outdoors, at a beach."
2923,A man sits on carpeted stairs and talks to a camera while pointing to the creases in the stairs.
2924,A male athlete holding a long pole runs toward a high bar inside a gym.
